Time,Engine RPM,Throttle Pos,Engine Temp,G Force Lat,G Force Long,G Force Vert,ADL Temp,5V Aux Supply,8V Aux Supply,Running Lap Time,Comms RS232 Diag,Bat Volts ADL,Lambda 1,Air Temp Inlet,Manifold Pres,Water Temp Post-Radiator,Fuel Actual PW,Fuel Inj Duty,Ign Advance,Brake Pressure Front,Brake Pressure Rear,G Force RSS,Fuel Base PW,Fuel AT Comp,Wheel Slip (Percent),Shock Pot Front Right,Shock Pot Front Left,Shock Pot Rear Left,Shock Pot Rear Right,Eng Oil Pres,Fuel Pres,Eng Oil Temp,Bat Volts ECU,Exhaust Temp,Susp Velocity FL,Susp Velocity FR,Susp Velocity RL,Susp Velocity RR,Drive Speed,Ground Speed,Odometer,Lap Number,Thr Pos Change,Oil Pressure Warning,Brake Temp Front,Brake Temp Rear,Calculated Gear Position,Steering Angle,Baro Pres,Fuel Temp,Pitot Tube 12.5mB,CAN 1 Bus Utilization,Air Temp Post-Radiator,Air Pressure Pre Radiator,Air Pressure Post Radiator,Water Pump Inlet Pressure,ECU Temp,Lap Distance,Bat Volts BR2,CAN 1 Transmit Error Count,CAN 0 Bus Utilization,PDM2 Errors,Pneumatic Line Pressure,Brake Bias Setting,Sync Rel Pos,Device Up Time,FAN2 Current,Water Temp Pre-Radiator,Water Pump Outlet Pressure,Wheel Speed FL,Wheel Speed FR,Wheel Speed RL,Wheel Speed RR,Radiator 1 Inlet Temp,Shifter Position,Clutch Position,Air Temp Pre-Radiator
147,5847,8.4,76.9,-0.57,0.24,-0.13,29,4.966,8.095,19.57,512,13.94,0.95,27.2,44.9,67.2,1.858,9,26.5,131.8,153.8,0.62,1.44,-1.4,-10.3,1.0342,0.7295,0.6193,1.1638,325.1,433.2,74.8,13.98,393,-660.1,-156.4,12.5,165,31.7,35.4,112139.7,5,40,0,238,203,1,36.1,98,67.2,-140,6.4,55.9,0.5,96.6,-12.34,49.1,275,13.99,1,8.2,8,106.98,57.5,10.5,273.011,0.1,68.8,2.28,56.6,51,55.3,50.9,77.2,2021.3,1612.8,32.3
147.5,5652,24,76.9,-0.78,-0.22,-0.05,29,4.966,8.095,20.57,512,13.93,0.95,27,59.3,67.2,3.098,15.3,35,70,34.3,0.82,2.728,-1.3,-0.6,1.1638,0.8272,0.2909,0.9846,297.4,433.8,74.8,14.02,390.6,737.3,709.2,-2435.2,-1408.7,32.9,33.1,112139.7,5,-259,0,237,198,1,65.9,98,67.2,-140,6.4,55.9,0.5,96.7,-12.32,49.1,283,14.06,1,8.2,8,106.98,61.6,13.6,274.011,0.1,68.8,2.25,53.9,45.8,53.8,50.9,77.3,2115.5,1625,32.3
148,4719,13.1,77,-0.59,0.36,-0.02,29,4.966,8.095,20.57,512,13.95,0.95,26.9,51.7,67.2,1.996,7.4,22.8,82.4,34.3,0.7,1.588,-1.3,-16.8,1.1154,0.7909,0.6874,1.1535,272.2,435.7,74.8,14.04,390.6,764.8,-497.5,318.1,-1624,25.4,30.5,112139.7,5,2300,0,228,207,1,62.6,98,67.2,-140,6.4,56,0.5,96.7,-12.33,49.2,290,14.09,1,8.3,8,106.98,59.6,15.6,274.011,0.1,68.8,2.26,47.7,41.6,46.9,41,77.4,2045.9,1478.6,32.4
148.5,5334,27.2,77.1,-0.72,-0.12,-0.07,29,4.966,8.095,21.57,512,13.94,0.95,26.8,66.8,67.1,3.342,14.8,35,89.2,31.5,0.74,2.976,-1.3,-2.9,1.1618,0.8268,0.3937,0.9783,281.7,434,74.9,13.99,390.6,15.6,73.6,-467,-520.9,30.4,31.3,112139.7,5,144,0,233,202,1,66.3,98,67.2,-140,6.4,56.1,0.5,96.6,-12.32,49.2,298,14.11,1,8.3,8,106.98,56.4,16.4,275.011,0.1,68.9,2.28,51,43.8,50.3,50.3,77.5,2029.5,1582,32.4
149,5634,25.9,77,-0.25,-0.16,-0.03,29,4.966,8.095,21.57,512,13.93,0.95,26.9,65.1,67.2,3.244,15.6,35,86.5,76.8,0.3,2.876,-1.3,-2.3,1.0693,0.8961,0.4791,0.9177,301.8,434.1,74.9,13.99,391.6,743.1,-326.7,238.6,-928.1,32.5,33.3,112139.8,5,-589,0,232,203,1,29,98,67.2,-140,6.4,56.2,0.5,96.6,-12.34,49.1,305,14.07,1,8.3,8,106.98,49.3,12.2,275.011,0.1,68.9,2.26,53.2,49.8,53.5,52.5,77.6,2074.5,1515.5,32.5
149.5,5385,12.4,77,0.77,0.23,-0.06,29,4.966,8.095,22.57,512,13.92,0.95,26.9,51,67.2,1.934,8.8,24.1,72.7,53.5,0.78,1.512,-1.3,-9.7,0.8213,0.972,0.8835,0.8579,297.5,431.7,74.9,13.88,393,415.6,-106.7,457.8,20.6,30.2,33.5,112139.8,5,-383,0,239,199,1,-57.2,98,67.2,-140,6.4,56.3,0.5,96.6,-12.32,49.1,312,14.02,1,8.3,8,106.99,43.9,11.3,276.011,0.1,69,2.26,48.7,54.3,48.3,53,77.7,866,1292.2,32.5
150,3867,11.3,76.9,0.32,0.05,-0.04,29.1,4.966,8.095,22.57,512,13.95,0.95,26.9,61.4,67.2,2.222,7.5,12.7,86.5,34.3,0.33,1.822,-1.3,-7.6,0.8791,0.9504,0.7382,0.911,234.1,430.9,74.9,14.03,390.5,-507.5,82.2,-425.3,70.3,27.8,30.1,112139.8,5,-31,0,242,195,1,-43,98,67.2,-140,6.4,56.2,0.5,96.6,-12.32,49.2,319,13.95,1,8.2,8,106.98,45,13,276.011,0.1,69.1,2.31,45.3,48.2,44.4,48.3,77.8,-62.5,1588.2,32.5
150.5,4047,17.8,76.9,-0.43,-0.12,-0.03,29.1,4.966,8.095,23.57,512,13.95,0.95,26.9,69.6,67.2,2.714,9.3,27.9,76.8,49.4,0.43,2.324,-1.3,-5.3,1.0362,0.8087,0.5555,0.9717,223.3,433,75,13.96,388.3,-445.3,55.8,49.4,330,29.3,30.9,112139.8,5,-230,0,234,199,1,31.8,98,67.2,-140,6.4,56.2,0.5,96.6,-12.32,49.2,326,13.9,1,8.2,8,106.98,47.6,13,277.011,0.1,69.2,2.32,50.3,45.5,49.2,46.9,77.8,181.2,1411,32.5
151,4173,31.3,76.9,-0.68,0.04,-0.08,29.1,4.966,8.095,23.57,512,13.95,0.95,26.9,78,67.2,3.442,10.1,35,118,45.2,0.66,3.084,-1.3,-9.5,1.1016,0.7984,0.5421,0.9961,221.9,433.5,75,14.1,387.3,-88.6,239.7,-44.2,-850.1,28.5,31.5,112139.8,5,6532,0,232,205,2,56,98,67.2,-140,6.4,56.2,0.5,96.6,-12.33,49.2,333,13.89,1,8.3,8,106.98,55.7,14.5,277.011,0.1,69.2,2.29,50.7,44.6,50.4,45.4,77.9,453.6,1469.4,32.4
151.5,4962,46.2,76.8,0.23,-0.37,0.1,29.1,4.966,8.095,24.57,512,13.93,0.95,26.9,86.9,67.3,5.01,20.4,35,42.6,48,0.44,4.702,-1.3,-0.9,1.0197,1.0842,0.5453,0.685,246,434.6,75,14.02,388.3,14.2,-70.8,-95.6,521.4,35.3,35.6,112139.8,5,-97,0,237,198,2,-23.3,98,67.2,-140,6.4,56.2,0.5,96.6,-12.32,49.2,340,13.88,1,8.3,8,106.98,62.9,18.7,278.011,0.1,69.3,2.32,55.6,57.1,57.3,57.5,77.9,711.6,1552.4,32.4
152,6246,98.5,76.8,0.63,-0.57,0.07,29.1,4.966,8.095,24.57,512,13.91,0.95,26.9,96.4,67.3,7.14,36.2,35,53.4,19.1,0.84,6.9,-1.4,1.7,1.0098,1.1563,0.5917,0.5622,310.6,429.1,75.1,13.87,393.1,-386.7,-84.5,-568.4,-93.9,44.4,43.7,112139.8,5,3424,0,235,200,2,-34.3,98,67.3,-140,6.4,56.2,0.5,96.6,-12.32,49.2,350,13.86,1,8.3,8,106.98,66.7,12.3,278.011,0.1,69.4,2.29,67.2,71.2,74.2,73.1,77.9,890.8,1799.1,32.3
152.5,7578,100,76.8,-0.02,-0.46,0.25,29.1,4.966,8.095,25.57,512,13.88,0.95,27.1,95,67.3,7.048,43.3,35,50.8,30.2,0.47,6.8,-1.4,2,1.0173,1.028,0.398,0.7169,354.1,428.9,75.2,13.8,401.8,1572.1,566.7,-252.2,500,54.5,53.4,112139.8,5,13,0,234,200,2,-4.3,98,67.3,-140,6.4,56.2,0.5,96.6,-12.32,49.2,320,13.85,1,8.3,8,106.98,67.6,8.8,279.011,0.1,69.5,2.24,86.2,85.7,89,88.1,77.9,817.1,2057.1,32.3
153,7725,10.2,76.8,-0.2,0.49,0.15,29.1,4.966,8.095,25.57,512,13.91,0.95,27.2,42.9,67.3,1.542,14.8,35,561.7,543.9,0.54,1.102,-1.4,0.1,0.7756,0.6724,0.7965,1.1842,428.6,429.9,75.2,13.81,411.6,-746.7,-1984.9,2679.4,3201.1,57.3,57.2,112139.8,5,-4043,0,238,201,2,-0.3,98,67.3,-140,6.4,56,0.5,96.6,-12.32,49.2,153,13.88,1,8.2,8,107,58.7,7.8,279.011,0.1,69.5,2.21,92.5,90.9,91.3,89.9,77.9,975.8,1354.5,32.1
153.5,5808,9.7,76.7,-0.1,0.46,-0.07,29.1,4.966,8.095,0.89,512,13.93,0.95,27.2,44.9,67.4,1.872,9.2,25.6,155.1,101.6,0.46,1.458,-1.4,-2.4,0.826,0.7638,0.7583,1.0693,349.3,430.9,75.2,13.98,412.3,745.3,521.7,-978.4,-909.8,42.8,43.9,112139.8,6,94,0,252,211,2,0.1,98,67.3,-140,6.4,55.8,0.5,96.6,-12.32,49.2,24,13.91,1,8.2,8,106.98,54.6,12.1,280.011,0.1,69.6,2.24,69.7,68.5,69.5,69.1,77.9,1104.8,2125.7,32
154,5424,8.9,76.7,-0.61,0.22,-0.02,29.1,4.966,8.095,0.89,512,13.94,0.95,27,52.2,67.4,1.794,9,18.6,173.1,137.3,0.65,1.37,-1.3,-5.4,1.002,0.715,0.6646,1.1878,315.4,431.5,75.2,13.94,410.2,-206.7,195.3,661.4,739.8,40.1,42.4,112139.8,6,-1793,0,254,214,2,25.5,98,67.4,-140,6.4,55.7,0.5,96.6,-12.32,49.1,33,13.93,1,8.3,8,106.98,67.2,10.7,280.011,0.1,69.6,2.23,68.3,63.7,66.9,63.6,77.9,1124.3,1582,31.9
154.5,5574,24.9,76.7,-0.75,-0.12,-0.04,29.1,4.966,8.095,1.89,512,13.93,0.95,26.8,65.8,67.4,3.192,17.3,35,30.2,15,0.79,2.816,-1.3,-2,1.2776,0.8776,0.3823,0.9579,298.4,433.2,75.2,13.93,410.2,19.2,991.2,-576.7,605.9,40.3,41.1,112139.8,6,-2792,0,250,212,2,52.7,98,67.4,-140,6.4,55.6,0.5,96.6,-12.32,49.1,42,13.95,1,8.3,8,106.96,75.7,11.3,281.011,0.1,69.6,2.27,65.7,60,66,64.8,77.9,996.3,1649.6,31.8
155,5520,16.3,76.7,-1.1,0.08,0.08,29.1,4.966,8.095,1.89,512,13.95,0.95,26.8,54.8,67.4,2.18,10.2,32.1,32.9,19.1,1.09,1.772,-1.3,-8.8,1.2504,0.7165,0.6583,1.1972,296.9,433.9,75.2,13.97,407.6,1070.4,1673.7,1994.9,-708.4,38.7,42.5,112139.9,6,-392,0,251,213,2,55.3,98,67.4,-140,6.4,55.7,0.5,96.7,-12.32,49.1,52,13.99,1,8.3,8,106.99,69.1,11,281.011,0.1,69.6,2.22,68.1,59.4,67.3,62.1,77.8,1035.2,1594.3,31.6
155.5,5094,12.7,76.7,-1.15,0.18,0.02,29.1,4.966,8.095,2.89,512,13.95,0.95,26.9,49.9,67.4,1.982,8.5,23.7,38.4,26,1.19,1.572,-1.3,-10.2,1.1693,0.7035,0.578,1.2866,276,432.5,75.3,14.02,407.6,446.4,555.6,193.3,-66.7,35.2,39.2,112139.9,6,-52,0,246,209,2,67,98,67.4,-140,6.4,55.7,0.5,96.7,-12.32,49.1,61,14.02,1,8.3,8,106.98,64.5,16.7,282.011,0.1,69.7,2.26,63.2,54.8,61.5,56.5,77.8,1059.7,1389.5,31.5
156,5475,21.1,76.6,-0.94,-0.09,-0.02,29.1,4.966,8.095,2.89,512,13.95,0.95,26.9,62.2,67.4,2.698,13.9,35,48,26,0.95,2.31,-1.3,-0.8,1.1831,0.7827,0.4492,1.087,287.5,434,75.3,14,405.1,238.6,93.9,522,314.2,39.6,39.9,112139.9,6,-1769,0,248,208,2,54.2,98,67.4,-140,6.4,55.6,0.5,96.7,-12.32,49.1,70,14,1,8.2,8,106.98,66.7,12.8,282.011,0.1,69.7,2.25,64.8,57.3,64.2,63.7,77.8,1069,1614.8,31.4
156.5,5508,20.3,76.6,-1.08,-0.02,-0.04,29.1,4.966,8.095,3.89,512,13.96,0.95,26.9,58.4,67.4,2.58,11.6,35,42.6,17.8,1.06,2.182,-1.3,-3.8,1.1665,0.7252,0.4929,1.215,288.5,436.5,75.3,13.93,405,-798.4,-353.9,213.9,267.5,39.3,40.9,112139.9,6,-20,0,247,211,2,59.7,98,67.4,-140,6.4,55.5,0.5,96.7,-12.32,49.1,79,13.98,1,8.2,8,106.98,68.7,12.1,283.011,0.1,69.7,2.25,65.8,56.7,64.7,61.4,77.8,1072.1,1524.7,31.3
157,5415,25.8,76.6,-0.95,-0.05,-0.07,29.1,4.966,8.095,3.89,512,13.95,0.95,26.9,62.6,67.4,3.176,13.9,35,61.7,32.9,0.97,2.8,-1.3,-5.7,1.1909,0.7606,0.4299,1.1106,286.6,436,75.5,13.94,402.5,45.8,-42.2,-556.4,-408.1,38.2,40.5,112139.9,6,670,0,244,208,2,56.9,98,67.4,-140,6.5,55.3,0.5,96.7,-12.32,49.1,88,13.98,1,8.3,8,106.98,69.5,14,283.011,0.1,69.7,2.25,65.7,57.2,64.6,62.4,77.8,1165.2,1454,31.2
157.5,6135,40.1,76.6,-0.86,-0.29,-0.02,29.1,4.966,8.095,4.89,512,13.91,0.95,26.9,77.1,67.4,4.58,23.6,35,42.6,15,0.91,4.25,-1.3,0.2,1.2398,0.8307,0.3823,0.9882,310.3,433.6,75.5,13.9,403.9,306.7,-156.7,-29.4,-577.3,44,43.9,112139.9,6,-25,0,244,209,2,31,98,67.4,-140,6.5,55.1,0.5,96.7,-12.32,49.1,97,13.97,1,8.3,8,106.99,68.1,10.7,284.011,0.1,69.7,2.25,70.4,65.4,71.5,69.7,77.8,1319.9,1713.1,31.2
158,6075,9.8,76.7,0.08,0.55,-0.04,29.1,4.966,8.095,4.89,512,13.92,0.95,26.9,53.1,67.4,1.808,10.3,31.3,543.9,424.4,0.56,1.386,-1.4,-0.8,0.8035,0.7799,0.8118,1.0669,333.9,433.6,75.5,13.92,407.3,-166.7,-1265.1,1401.2,1056.2,44.7,45.1,112139.9,6,-2428,0,245,209,2,-6.2,98,67.4,-140,6.4,54.9,0.5,96.6,-12.32,49.1,107,13.91,1,8.3,8,106.99,58.8,11,284.011,0.1,69.8,2.23,70.4,71.4,71.2,70.9,77.8,1180.6,1752,31.2
158.5,5088,8.9,76.7,0.2,0.36,-0.09,29.1,4.966,8.095,5.89,512,13.94,0.95,27,46.5,67.4,1.806,7.6,17.2,208.7,167.5,0.36,1.388,-1.4,-1.6,0.8323,0.8547,0.7433,1.0118,278.9,429.9,75.5,13.98,407.4,-46.4,-59.7,-2.5,180.6,36.5,37.2,112139.9,6,0,0,249,210,2,-13.6,98,67.4,-140,6.4,54.7,0.5,96.7,-12.32,49.1,117,13.89,1,8.3,8,106.98,54.2,15.6,285.011,0.1,69.8,2.26,58.3,59.4,57.8,58.4,77.8,1132.4,1727.5,31.2
159,4305,9.5,76.7,0.61,0.22,-0.13,29.1,4.966,8.095,5.89,512,13.95,0.95,27,55.2,67.4,2.026,7.1,12.8,102.9,43.9,0.66,1.622,-1.4,-7.7,0.826,0.9468,0.8335,0.8709,245.8,430.6,75.5,14.03,405,-426.4,-80.3,-202.8,-407.3,30.6,33.2,112139.9,6,59,0,247,219,2,-47.9,98,67.4,-140,6.4,54.7,0.5,96.7,-12.33,49.2,124,14.02,1,8.2,8,106.95,66.2,14.9,285.011,0.1,69.8,2.29,49.2,53.3,49,53.1,77.8,1041.3,1524.7,31.3
159.5,4845,36.5,76.7,0.76,-0.28,-0.04,29.1,4.966,8.095,6.89,512,13.93,0.95,27,81.1,67.4,4.286,16.5,35,57.6,24.6,0.77,3.962,-1.4,-6.2,0.9728,1.1394,0.6921,0.7378,241.4,429.1,75.5,14.07,402.5,172,185.6,-407.8,704.8,33.2,35.4,112139.9,6,810,0,247,209,2,-58.9,98,67.4,-140,6.4,54.7,0.5,96.6,-12.32,49.2,132,14.09,1,8.2,8,106.97,72.7,16.8,286.011,0.1,69.8,2.31,50.9,56.8,53.5,57.2,77.8,1200,1431.5,31.4
160,4758,14.1,76.7,-0.31,0.38,0,29.1,4.966,8.095,6.89,512,13.93,0.95,27,57.9,67.5,2.21,8.7,25.3,363.9,311.8,0.47,1.808,-1.4,-2.7,0.9587,0.828,0.6673,1.0547,256.3,431.2,75.5,13.98,402.5,-256.1,134.5,152,635.6,34.5,35.5,112140,6,-380,0,248,212,2,13.8,98,67.4,-140,6.4,54.9,0.5,96.7,-12.32,49.2,140,13.95,1,8.3,8,106.98,59.6,19.5,286.011,0.1,69.8,2.29,56,53.7,56,54.8,77.9,1168.3,1606.6,31.5
160.5,4041,12.8,76.7,-0.4,0.16,0,29.1,4.966,8.095,7.89,512,13.95,0.95,27.1,62.9,67.5,2.35,8.2,16.3,146.9,98.8,0.42,1.956,-1.4,-7.4,1.0106,0.7929,0.6614,1.0882,231.8,432.7,75.5,14.05,400.9,-175.6,2.5,538.7,321.7,28.9,31.2,112140,6,-286,0,263,221,2,33.2,98,67.4,-140,6.4,55.1,0.5,96.7,-12.32,49.2,147,13.86,1,8.3,8,106.98,50.7,13.3,287.011,0.1,69.9,2.31,50.4,45.5,49.3,46,77.9,1106.9,1588.2,31.5
161,3732,13.7,76.7,-0.77,0.16,-0.03,29.1,4.966,8.095,7.89,512,13.96,0.95,27.2,68.4,67.5,2.518,7.7,17.5,114,50.8,0.78,2.13,-1.4,-15.3,1.0968,0.7917,0.5783,1.1524,211.3,430.1,75.6,14.03,398.9,24.2,679.8,-214.2,-97.8,25,29.6,112140,6,173,0,247,215,2,74.9,98,67.5,-140,6.4,55.2,0.5,96.7,-12.32,49.2,154,13.97,1,8.3,8,106.97,56.9,13.3,287.011,0.1,69.9,2.31,47.1,39.3,46,39.9,77.9,1008.6,1489.9,31.6
161.5,3990,17.9,76.7,-1.02,0.02,-0.06,29.1,4.966,8.095,8.89,512,13.95,0.95,27.2,73.5,67.7,2.776,9.7,27.8,70,43.9,1.02,2.396,-1.4,-5.5,1.1941,0.8118,0.4551,1.1634,214.9,431.6,75.6,14.03,397.6,-152.8,35.8,-304.7,-132.2,28.2,29.9,112140,6,-1577,0,249,210,2,104.5,98,67.5,-140,6.4,55.3,0.5,96.7,-12.34,49.2,160,14.04,1,8.3,8,106.95,61.4,14.5,288.011,0.1,69.9,2.31,48,39.2,47.1,46.8,77.9,1039.3,1388.5,31.6
162,3042,8.2,76.7,-0.58,0.47,-0.08,29.1,4.966,8.095,8.89,512,13.97,0.95,27.2,69.3,67.7,2.102,5.5,10,190.9,98.9,0.76,1.704,-1.4,-20.1,1.0909,0.7929,0.6606,1.2008,188.2,433.8,75.6,14.11,395.3,153.6,-410,-325.9,-504.8,20,25.1,112140,6,-56,0,260,207,2,96.1,98,67.6,-140,6.4,55.4,0.5,96.7,-12.32,49.2,166,13.94,1,8.2,8,106.99,59.5,14.8,288.011,0.1,69.9,2.31,40.3,32.9,38.5,32,77.9,916.4,1494.9,31.7
162.5,2355,10.8,76.7,0.16,0.26,0.03,29.1,4.966,8.095,9.89,512,13.95,0.95,27.3,77.6,67.7,2.372,4.5,10.8,133.2,92,0.3,1.972,-1.4,-1.7,0.9453,0.8988,0.7587,1.0024,162,433.3,75.6,13.96,395.3,-172.2,-143.9,418.6,300.6,17.4,17.7,112140,6,833,0,251,226,2,-10.8,98,67.7,-140,6.4,55.5,0.5,96.7,-12.32,49.2,172,13.89,1,8.2,8,106.98,57.8,13,289.011,0.1,69.9,2.32,27.8,28.3,27.6,28.4,77.9,973.8,1479.6,31.8
163,2550,17,76.7,0.56,-0.07,0.01,29.1,4.966,8.095,9.89,512,13.97,0.95,27.3,82.7,67.8,3.464,7.5,19.9,111.1,46.7,0.55,3.114,-1.4,-17.1,0.9823,1.1091,0.7094,0.7732,152.5,428.1,75.7,14.1,392.6,-202,29.7,229.7,-1394.3,16.8,20.3,112140,6,-526,1,272,213,2,-104.4,98,67.7,-140,6.4,55.7,0.5,96.7,-12.32,49.2,176,13.99,1,8.3,8,106.98,56.4,17.2,289.011,0.1,70,2.35,26.7,32.8,27.3,32.7,77.9,973.8,1503.2,31.9
163.5,2748,14.9,76.8,0.54,0.01,-0.05,29.1,4.966,8.095,10.89,512,13.97,0.95,27.3,79.1,67.8,3.172,7.3,16.6,70,23.3,0.54,2.806,-1.4,-19.2,0.9815,1.0394,0.7693,0.7724,160,432.1,75.7,14.01,389.3,102.2,-1.9,-250,56.4,17.9,22.1,112140,6,-45,0,272,206,2,-105.1,98,67.7,-140,6.4,55.9,0.5,96.7,-12.32,49.2,181,14.08,1,8.3,8,106.96,55.4,13.8,290.011,0.1,70,2.36,29.4,36,28.9,35.2,77.9,977.9,1361.9,31.9
164,2778,14.7,76.8,0.56,0.1,-0.02,29.2,4.966,8.095,10.89,512,13.98,0.95,27.4,79.1,67.9,3.106,7.1,16.6,104.3,38.4,0.56,2.736,-1.4,-19.8,0.9606,1.0697,0.7516,0.8382,164,432.9,75.7,14.04,386,0,-115,183.1,321.7,18.2,22.7,112140,6,32,0,270,205,2,-105,98,67.8,-140,6.4,56,0.5,96.7,-12.33,49.2,186,14.14,1,8.3,8,106.98,56,13.5,290.011,0.1,70,2.35,29.9,36.5,29.2,35.8,77.9,1006.5,1435.6,32
164.5,2904,23.9,76.8,0.59,-0.06,-0.08,29.2,4.966,8.095,11.89,512,13.96,0.95,27.4,84,67.9,3.688,8.1,33.3,61.7,20.5,0.58,3.338,-1.4,-18.7,0.9657,1.0748,0.713,0.7488,165.8,429.9,75.7,14.01,383.7,213.1,-16.4,-724.8,-734.5,18.8,23.2,112140,6,1562,0,267,206,2,-105,98,67.8,-140,6.4,56.1,0.5,96.7,-12.32,49.2,191,14.15,1,8.3,8,106.98,56.2,14.3,291.011,0.1,70,2.36,30.9,37.6,30.6,37,77.9,971.7,1412,32.1
165,3429,24.7,76.9,0.79,-0.11,-0.07,29.2,4.966,8.095,11.89,512,13.97,0.95,27.4,83.1,67.9,3.516,9.8,34.5,54.9,46.7,0.78,3.166,-1.4,-14.6,0.9654,1.1209,0.7559,0.7087,179.9,427.8,75.9,14.09,381.8,199.7,-242.8,155.8,-95.6,22.9,26.8,112140,6,50,0,246,219,2,-105,98,67.9,-140,6.4,56.2,0.5,96.6,-12.32,49.2,197,14.04,1,8.3,8,106.98,55,15.6,291.011,0.1,70,2.35,36.2,43.4,36.6,43.3,77.9,1004.5,1437.6,32.2
165.5,3858,24.7,76.9,0.51,-0.21,-0.13,29.2,4.966,8.095,12.89,512,13.95,0.95,27.4,80.4,67.9,3.39,10.7,34.7,60.3,24.6,0.55,3.028,-1.4,-8.1,0.9146,0.9921,0.674,0.6953,200.1,434.9,75.9,13.98,381.3,-880.6,-499.8,1077.3,334.7,26.6,28.9,112140,6,0,0,261,207,2,-58.6,98,67.9,-140,6.4,56.3,0.5,96.6,-12.32,49.2,202,13.96,1,8.3,8,106.96,56,12.8,292.011,0.1,70,2.37,42.5,46.7,43,47.3,77.9,1136.6,1410,32.3
166,3432,8.2,77,0.13,0.4,-0.07,29.2,4.966,8.095,12.89,512,13.96,0.95,27.4,68.3,68,2.096,6.2,10,303.5,287,0.42,1.68,-1.4,-4,0.8657,0.8602,0.789,1.0441,207.3,434.8,75.9,13.88,381.3,-437.8,-271.1,-314.5,-231.4,26.1,27.2,112140,6,-538,0,261,207,2,-15.5,98,68,-140,6.4,56.4,0.5,96.7,-12.32,49.2,208,14.03,1,8.3,8,106.96,64.7,13,292.011,0.1,70,2.32,42.2,43.3,41.7,42.8,77.9,973.8,1606.6,32.3
166.5,3246,20.9,77.1,-0.32,-0.05,-0.1,29.2,4.966,8.095,13.89,512,13.96,0.95,27.4,76.4,68,3.206,8.3,29.2,86.5,26,0.33,2.836,-1.4,-5.2,1.0693,0.8949,0.4327,0.828,190.1,432.1,75.9,13.95,383.7,1035.1,570.9,-1272,-1409,23,24.3,112140,6,1888,0,245,215,2,38.5,98,68,-140,6.4,56.4,0.5,96.7,-12.32,49.2,214,14.07,1,8.3,8,106.98,69.6,13.6,293.011,0.1,70,2.36,39.1,35.8,39.4,36.7,77.9,979.9,1518.5,32.3
167,3000,9.9,77.2,-0.49,0.21,-0.08,29.2,4.966,8.095,13.89,512,13.97,0.95,27.3,72.1,68,2.138,5.5,10,48.1,37,0.54,1.728,-1.4,-19.7,1.0417,0.8051,0.6213,1.0823,180.8,434.2,75.9,13.94,383.7,532.5,-61.1,-1233.4,-1129,20.3,25.2,112140,6,-112,0,240,223,2,82.8,98,68,-140,6.4,56.4,0.5,96.7,-12.32,49.2,220,14,1,8.3,8,106.98,61.2,14.2,293.011,0.1,69.9,2.31,40,33.4,38.3,32.5,77.9,973.8,1508.3,32.2
167.5,3396,14.9,77.3,-0.54,-0.23,-0.07,29.2,4.966,8.095,14.89,512,13.95,0.95,27.3,79.4,68.1,2.86,8.5,19.4,63.1,42.5,0.59,2.47,-1.4,-6.3,1.1409,0.8921,0.4591,1.0004,181.1,428.7,76,13.88,381.2,-27.5,-27.2,-163.6,-84.7,23.4,25,112140,6,-4140,0,262,204,2,82,98,68,-140,6.4,56.4,0.5,96.7,-12.32,49.2,225,13.95,1,8.3,8,106.97,54.9,14.7,294.011,0.1,69.9,2.35,40.6,34,39.7,38.2,77.9,973.8,1399.7,32.2
168,2640,9,77.4,-0.43,0.28,-0.01,29.2,4.966,8.095,14.89,512,13.96,0.95,27.3,75.3,68.1,2.136,4.6,10,93.3,67.2,0.51,1.73,-1.4,-19.9,1.0681,0.8425,0.6657,1.1461,168.4,433.1,76,13.98,379,242.2,3.3,51.1,-3.3,17.2,21.4,112140,6,272,0,250,221,2,91.3,98,68.1,-140,6.4,56.4,0.5,96.7,-12.33,49.2,231,13.93,1,8.3,8,106.95,55.9,12.7,294.011,0.1,69.9,2.35,34.3,28.1,33.1,27.6,77.9,973.8,1413.1,32.3
168.5,2553,15.4,77.4,-0.48,-0.03,-0.05,29.2,4.966,8.095,15.89,512,13.96,0.95,27.3,80.1,68.1,3.4,7.2,15.8,79.6,42.6,0.47,3.04,-1.4,-18.4,1.1043,0.885,0.5012,1.0213,159.5,436,76,14.02,374.8,55.3,90.6,108.6,-26.9,17.1,21,112140,6,50,0,264,211,2,105.2,98,68.1,-140,6.4,56.4,0.5,96.7,-12.32,49.2,236,13.93,1,8.3,8,106.98,58.6,14.8,295.011,0.1,69.8,2.38,34,27.6,33,27.5,77.9,973.8,1373.1,32.3
169,2658,13.3,77.5,-0.49,-0.01,-0.04,29.2,4.966,8.095,15.89,512,13.96,0.95,27.4,78.7,68.1,2.91,6.8,13.7,49.4,39.8,0.49,2.538,-1.4,-19,1.1091,0.8968,0.5043,1.0236,161.4,434.7,76,14.05,372.2,108.9,-262.5,-220.9,69.5,17.8,21.9,112140,6,-680,0,242,203,2,105.2,98,68,-140,6.4,56.5,0.5,96.7,-12.34,49.2,240,13.96,1,8.3,8,106.98,67.2,14.3,295.011,0.1,69.8,2.36,35.3,28.9,34.2,28.3,78,967.6,1388.5,32.4
